"","Isolate","level 1","level 2","level 3","level 4","level 5","level 6","level 7","level 8","level 9","level 10","level 11","level 12"
"1","1944|KM204119|USA.Hawaii",1,1,1,1,1,1,1,1,1,1,1,1
"1107","2007|FJ410227|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1108","2007|FJ410231|Vietnam",2,6,16,30,82,95,100,103,102,102,102,102
"1109","2007|FJ410232|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1110","2007|FJ410234|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1111","2007|FJ410250|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1112","2007|FJ410252|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"1113","2007|FJ410253|Vietnam",3,9,13,73,84,94,99,102,101,101,101,101
"1114","2007|FJ410289|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1115","2007|FJ432719|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1116","2007|FJ432723|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1117","2007|FJ432725|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1118","2007|FJ432727|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1119","2007|FJ432729|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1120","2007|FJ432730|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1121","2007|FJ432732|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1122","2007|FJ432733|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1123","2007|FJ432734|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1124","2007|FJ432735|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1125","2007|FJ432736|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1126","2007|FJ432737|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1127","2007|FJ432738|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1128","2007|FJ432739|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1129","2007|FJ432740|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1130","2007|FJ432742|Vietnam",9,24,37,50,56,64,73,74,74,74,74,74
"1131","2007|FJ432744|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1132","2007|FJ432745|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1133","2007|FJ432746|Vietnam",3,10,46,65,67,73,80,83,82,82,82,82
"1134","2007|FJ432747|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1135","2007|FJ432748|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1136","2007|FJ432749|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1137","2007|FJ461303|Vietnam",6,14,18,68,77,88,94,97,96,96,96,96
"1138","2007|FJ461306|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1139","2007|FJ461312|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1140","2007|FJ461313|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1141","2007|FJ461315|Vietnam",6,15,53,75,80,92,97,100,99,99,99,99
"1142","2007|FJ461316|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1143","2007|FJ461317|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1144","2007|FJ461318|Vietnam",2,6,16,30,82,95,100,103,102,102,102,102
"1145","2007|FJ461319|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1146","2007|FJ461320|Vietnam",9,24,37,50,56,64,73,74,74,74,74,74
"1147","2007|FJ461323|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1148","2007|FJ461324|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1149","2007|FJ461325|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1150","2007|FJ461327|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1151","2007|FJ461328|Vietnam",7,16,20,46,83,93,98,101,100,100,100,100
"1152","2007|FJ461333|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1153","2007|FJ547060|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1154","2007|FJ547063|Vietnam",6,14,18,68,78,96,101,104,103,103,103,103
"1155","2007|FJ547065|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1156","2007|FJ562101|Vietnam",3,9,13,73,84,94,99,102,101,101,101,101
"1157","2007|FJ639688|Cambodia",6,14,17,23,27,36,43,45,45,45,45,45
"1158","2007|FJ639689|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1159","2007|FJ639690|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1160","2007|FJ639691|Cambodia",3,9,11,18,54,62,71,72,72,72,72,72
"1161","2007|FJ639692|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1162","2007|FJ639693|Cambodia",3,9,11,18,54,62,71,72,72,72,72,72
"1163","2007|FJ639694|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1164","2007|FJ639695|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1165","2007|FJ639696|Cambodia",3,9,11,18,54,62,71,72,72,72,72,72
"1166","2007|FJ687474|Thailand",7,19,56,77,85,97,102,105,104,104,104,104
"1167","2007|FJ859029|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1168","2007|FJ882545|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1169","2007|FJ882546|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1170","2007|FJ882547|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1171","2007|FJ882548|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1172","2007|FJ882549|Vietnam",2,6,16,30,82,95,100,103,102,102,102,102
"1173","2007|FJ882550|Vietnam",9,24,37,51,86,98,103,106,105,105,105,105
"1174","2007|FJ882551|Vietnam",3,10,46,65,67,73,80,83,82,82,82,82
"1175","2007|FJ882552|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1176","2007|FJ882553|Vietnam",6,14,18,68,77,89,104,107,106,106,106,106
"1177","2007|FJ882554|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1178","2007|FJ882555|Vietnam",3,10,46,65,67,73,80,83,82,82,82,82
"1179","2007|FJ882556|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1180","2007|FJ882557|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1181","2007|FJ882558|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1182","2007|FJ882559|Vietnam",3,9,11,17,21,99,106,108,107,107,107,107
"1183","2007|FJ882560|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1184","2007|FJ882561|Vietnam",9,24,38,52,58,65,74,77,76,76,76,76
"1185","2007|FJ898371|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1186","2007|FJ898372|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1187","2007|FJ898373|Vietnam",2,6,16,28,34,76,83,86,85,85,85,85
"1188","2007|FJ898374|Vietnam",9,23,27,48,55,63,72,73,73,73,73,73
"1189","2007|FJ898375|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1190","2007|FJ898376|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1191","2007|FJ898377|Vietnam",3,10,47,66,66,72,79,82,81,81,81,81
"1192","2007|FJ898378|Vietnam",3,10,47,66,66,72,79,82,81,81,81,81
"1193","2007|FJ898379|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1194","2007|FJ898380|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1195","2007|FJ898381|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1196","2007|FJ898382|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1197","2007|FJ898383|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1198","2007|FJ898384|Vietnam",3,10,47,66,66,72,79,82,81,81,81,81
"1199","2007|FJ898385|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1200","2007|FJ906728|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1201","2007|FJ906963|Vietnam",6,15,53,75,80,92,97,100,99,99,99,99
"1202","2007|FJ906964|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1203","2007|FJ906965|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1204","2007|GQ199773|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1205","2007|GQ199774|Vietnam",2,6,16,28,34,76,83,86,85,85,85,85
"1206","2007|GQ199775|Vietnam",2,6,16,28,34,76,83,86,85,85,85,85
"1207","2007|GQ199776|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1208","2007|GQ199777|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1209","2007|GQ199778|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1210","2007|GQ199779|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1211","2007|GQ199780|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1212","2007|GQ199781|Vietnam",9,23,27,48,55,63,72,73,73,73,73,73
"1213","2007|GQ199782|Vietnam",9,24,37,50,56,64,73,74,74,74,74,74
"1214","2007|GQ199783|Vietnam",9,24,37,50,56,64,73,74,74,74,74,74
"1215","2007|GQ199784|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1216","2007|GQ199785|Vietnam",2,6,16,30,82,95,100,103,102,102,102,102
"1217","2007|GQ199786|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1218","2007|GQ199787|Vietnam",9,23,27,48,55,63,72,73,73,73,73,73
"1219","2007|GQ199788|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1220","2007|GQ199789|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1221","2007|GQ199790|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1222","2007|GQ199791|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1223","2007|GQ199792|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1224","2007|GQ199793|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1225","2007|GQ199794|Vietnam",6,14,18,68,77,88,94,97,96,96,96,96
"1226","2007|GQ199795|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1227","2007|GQ199796|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1228","2007|GQ199797|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1229","2007|GQ199798|Vietnam",3,9,13,73,84,94,99,102,101,101,101,101
"1230","2007|GQ199799|Vietnam",3,10,47,66,66,72,79,82,81,81,81,81
"1231","2007|GQ199800|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"1232","2007|GQ199801|Vietnam",3,9,13,73,84,94,99,102,101,101,101,101
"1233","2007|GQ199802|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1234","2007|GQ199803|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1235","2007|GQ199804|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1236","2007|GQ199805|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1237","2007|GQ199806|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1238","2007|GQ199807|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1239","2007|GQ199808|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1240","2007|GQ199809|Vietnam",9,23,27,48,55,63,72,73,73,73,73,73
"1241","2007|GQ199810|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1242","2007|GQ199811|Vietnam",3,10,46,65,67,73,80,83,82,82,82,82
"1243","2007|GQ199812|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1244","2007|GQ199813|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1245","2007|GQ199814|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"1246","2007|GQ199815|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1247","2007|GQ199816|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1248","2007|GQ199817|Vietnam",3,10,47,66,66,72,79,82,81,81,81,81
"1249","2007|GQ199818|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1250","2007|GQ199819|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1251","2007|GQ199820|Vietnam",3,10,47,66,66,72,79,82,81,81,81,81
"1252","2007|GQ199821|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1253","2007|GQ199822|Vietnam",9,24,37,50,57,100,107,109,108,108,108,108
"1254","2007|GQ199823|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1255","2007|GQ199824|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1256","2007|GQ199825|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1257","2007|GQ199826|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1258","2007|GQ199827|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1259","2007|GQ199828|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1260","2007|GQ199829|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1261","2007|GQ357689|Singapore",7,16,19,24,28,37,44,46,46,46,46,46
"1262","2007|GQ868607|Vietnam",9,23,27,48,55,63,72,73,73,73,73,73
"1263","2007|GQ868608|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1264","2007|GQ868609|Vietnam",9,24,37,50,56,64,73,74,74,74,74,74
"1265","2007|GQ868610|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1266","2007|GQ868611|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1267","2007|GU131893|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1268","2007|HM181943|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1269","2007|HM181944|Cambodia",3,9,11,18,54,62,71,72,72,72,72,72
"1270","2007|HM181945|Cambodia",3,9,11,18,54,62,71,72,72,72,72,72
"1271","2007|HM181946|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1272","2007|HM181947|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1273","2007|HM181948|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1274","2007|HM181949|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1275","2007|HM181950|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1276","2007|HM181951|Cambodia",3,9,11,18,54,62,71,72,72,72,72,72
"1277","2007|HM181952|Cambodia",7,16,20,45,51,60,69,70,70,70,70,70
"1278","2007|HM181953|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1279","2007|HM181954|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1280","2007|HM181955|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1281","2007|HM181956|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1282","2007|HM181957|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1283","2007|HM181958|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1284","2007|HM181959|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1285","2007|HM469966|Thailand",8,21,32,42,87,102,109,110,109,109,109,109
"1286","2007|HM469967|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"1287","2007|HM469968|Thailand",8,21,32,43,90,104,110,111,110,110,110,110
"1288","2007|HM488255|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1289","2007|HQ588118|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1290","2007|HQ588119|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1291","2007|HQ588122|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1292","2007|HQ588126|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1293","2007|HQ588127|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1294","2007|HQ588128|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"1295","2007|HQ588146|Vietnam",3,10,46,64,64,71,78,81,80,80,80,80
"1296","2007|JF937596|Vietnam",9,23,27,48,55,63,72,73,73,73,73,73
"1297","2007|JF937597|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1298","2007|JF937649|Vietnam",2,6,16,30,82,95,100,103,102,102,102,102
"1299","2007|JN376782|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1300","2007|JN415496|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1301","2007|JN415509|Laos",8,21,32,41,48,82,89,92,91,91,91,91
"1302","2007|JN415523|NA",9,23,26,36,40,47,56,58,57,57,57,57
"1303","2007|JN638334|Thailand",8,21,32,41,48,83,111,112,111,111,111,111
"1304","2007|JQ287662|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1305","2007|JQ287663|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1306","2007|JQ287665|Cambodia",3,9,11,18,54,62,71,72,72,72,72,72
"1307","2007|JQ317738|China",8,21,33,47,53,61,70,71,71,71,71,71
"1308","2007|JQ317739|China",8,21,33,47,53,61,70,71,71,71,71,71
"1309","2007|JQ317740|China",8,21,33,47,53,61,70,71,71,71,71,71
"1310","2007|JQ317741|China",8,21,33,47,53,61,70,71,71,71,71,71
"1311","2007|JQ317742|China",8,21,33,47,53,61,70,71,71,71,71,71
"1312","2007|JQ993108|Thailand",7,17,39,54,59,66,75,78,77,77,77,77
"1313","2007|JQ993109|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"1314","2007|JQ993110|Thailand",8,21,32,41,47,55,66,114,113,112,112,112
"1315","2007|JQ993111|Thailand",8,21,32,41,47,55,66,114,113,112,112,112
"1316","2007|JQ993112|Thailand",8,21,32,42,88,106,113,115,114,113,113,113
"1317","2007|JQ993113|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"1318","2007|JQ993114|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"1319","2007|JQ993115|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"1320","2007|JQ993116|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"1321","2007|JQ993117|Thailand",2,5,6,13,93,108,114,116,115,114,114,114
"1322","2007|JQ993132|Thailand",7,17,39,54,59,66,75,78,77,77,77,77
"1323","2007|JQ993133|Thailand",7,17,39,54,59,66,75,78,77,77,77,77
"1324","2007|JQ993134|Thailand",8,21,32,41,47,55,66,114,113,112,112,112
"1325","2007|JQ993135|Thailand",8,21,32,42,88,106,113,115,114,113,113,113
"1326","2007|JQ993136|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"1327","2007|JQ993137|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"1328","2007|JQ993138|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"1329","2007|JQ993139|Thailand",8,21,32,42,88,106,113,115,114,113,113,113
"1330","2007|JQ993140|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"1331","2007|JQ993141|Thailand",8,21,32,42,88,106,113,115,114,113,113,113
"1332","2007|JQ993142|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"1333","2007|JQ993143|Thailand",8,21,32,42,88,106,113,115,114,113,113,113
"1334","2007|JQ993144|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"1335","2007|JQ993145|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"1336","2007|JQ993146|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"1337","2007|JQ993147|Thailand",2,5,6,13,93,108,114,116,115,114,114,114
"1338","2007|JQ993148|Thailand",7,16,19,24,28,37,44,46,46,46,46,46
"1339","2007|JQ993149|Thailand",2,5,6,13,93,108,114,116,115,114,114,114
"1340","2007|JQ993150|Thailand",7,16,19,24,28,37,44,46,46,46,46,46
"1341","2007|JQ993151|Thailand",2,5,6,13,93,108,114,116,115,114,114,114
"1342","2007|JQ993198|Thailand",7,17,39,54,59,66,75,78,77,77,77,77
"1343","2007|JQ993199|Thailand",8,21,32,42,88,106,113,115,114,113,113,113
"1344","2007|JQ993200|Thailand",8,21,32,42,88,106,113,115,114,113,113,113
"1345","2007|JQ993201|Thailand",8,21,32,42,88,106,113,115,114,113,113,113
"1346","2007|JQ993202|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"1347","2007|JQ993204|Thailand",2,5,6,13,93,108,114,116,115,114,114,114
"1348","2007|KC182096|Laos",8,21,32,41,48,82,89,92,91,91,91,91
"1349","2007|KC182097|Laos",7,16,19,24,28,37,44,46,46,46,46,46
"1350","2007|KC182098|Laos",8,21,32,41,48,82,89,92,91,91,91,91
"1351","2007|KC182099|Laos",8,21,32,41,48,82,89,92,91,91,91,91
"1352","2007|KC182100|Laos",8,21,32,41,48,82,89,92,91,91,91,91
"1353","2007|KC182101|Laos",7,16,19,24,28,37,44,46,46,46,46,46
"1354","2007|KC182102|Laos",8,21,32,41,48,82,89,92,91,91,91,91
"1355","2007|KC762623|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1356","2007|KC762625|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1357","2007|KC762632|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1358","2007|KC762635|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1359","2007|KC762636|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1360","2007|KC762637|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1361","2007|KC762646|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1362","2007|KC762649|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1363","2007|KC762650|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1364","2007|KC762654|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"1365","2007|KC861926|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1366","2007|KC861940|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1367","2007|KC861952|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1368","2007|KC861970|Vietnam",9,23,27,48,55,63,72,73,73,73,73,73
"1369","2007|KC861976|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1370","2007|KF921932|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1371","2007|KF921933|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1372","2007|KF921935|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1373","2007|KF955440|Cambodia",3,9,11,18,54,62,71,72,72,72,72,72
"1374","2007|KF955444|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"1375","2007|KT175102|Myanmar",4,12,22,78,96,109,115,117,116,115,115,115
"1376","2007|KT827368|China",8,21,33,47,53,61,70,71,71,71,71,71
"1377","2007|KX951690|China",8,21,32,41,48,83,111,112,111,111,111,111
"1378","2007|LC148029|Indonesia",8,21,32,41,47,55,65,75,75,75,75,75
"1379","2008|AB608786|China",6,14,17,23,27,36,43,45,45,45,45,45
"1380","2008|AB608787|China",7,16,19,24,28,37,44,46,46,46,46,46
"1381","2008|FJ410191|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1382","2008|FJ410192|Vietnam",6,14,18,68,78,96,101,104,103,103,103,103
"1383","2008|FJ410213|Vietnam",9,24,37,51,86,98,103,106,105,105,105,105
"1384","2008|FJ410214|Vietnam",9,24,37,51,86,98,103,106,105,105,105,105
"1385","2008|FJ410220|Vietnam",7,16,20,46,83,93,98,101,100,100,100,100
"1386","2008|FJ410226|Vietnam",3,9,12,34,98,110,116,118,117,116,116,116
"1387","2008|FJ410230|Vietnam",6,14,18,68,77,88,94,97,96,96,96,96
"1388","2008|FJ410235|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1389","2008|FJ410236|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1390","2008|FJ410238|Vietnam",3,10,47,66,66,72,79,82,81,81,81,81
"1391","2008|FJ410239|Vietnam",6,15,53,75,80,92,97,100,99,99,99,99
"1392","2008|FJ410240|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1393","2008|FJ410242|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1394","2008|FJ410243|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1395","2008|FJ410244|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1396","2008|FJ410245|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1397","2008|FJ410246|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"1398","2008|FJ410247|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1399","2008|FJ410248|Vietnam",3,9,13,74,100,111,117,119,118,117,117,117
"1400","2008|FJ410249|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1401","2008|FJ410251|Vietnam",9,24,37,50,57,100,107,109,108,108,108,108
"1402","2008|FJ410254|Vietnam",3,9,12,34,98,110,116,118,117,116,116,116
"1403","2008|FJ410255|Vietnam",6,14,18,68,77,88,94,97,96,96,96,96
"1404","2008|FJ410256|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1405","2008|FJ410257|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1406","2008|FJ410258|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1407","2008|FJ410260|Vietnam",9,24,37,50,56,64,73,74,74,74,74,74
"1408","2008|FJ410261|Vietnam",6,14,18,68,77,88,94,97,96,96,96,96
"1409","2008|FJ410262|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1410","2008|FJ410263|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1411","2008|FJ410264|Vietnam",9,24,37,50,57,100,108,120,119,118,118,118
"1412","2008|FJ410265|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1413","2008|FJ410266|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1414","2008|FJ410267|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1415","2008|FJ410268|Vietnam",3,9,13,74,100,111,117,119,118,117,117,117
"1416","2008|FJ410269|Vietnam",9,23,27,48,55,63,72,73,73,73,73,73
"1417","2008|FJ410270|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1418","2008|FJ410272|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1419","2008|FJ410273|Vietnam",3,9,13,74,100,111,117,119,118,117,117,117
"1420","2008|FJ410274|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1421","2008|FJ410275|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1422","2008|FJ410276|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1423","2008|FJ410277|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1424","2008|FJ410278|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1425","2008|FJ410279|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"1426","2008|FJ410280|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1427","2008|FJ410281|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1428","2008|FJ410282|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1429","2008|FJ410283|Vietnam",6,15,53,75,80,92,97,100,99,99,99,99
"1430","2008|FJ410284|Vietnam",9,23,27,48,55,63,72,73,73,73,73,73
"1431","2008|FJ410285|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1432","2008|FJ410286|Vietnam",7,16,20,46,83,93,98,101,100,100,100,100
